video_id,video_url,video_title,published_at,website,use,details,frame_path,
vW_vPP4dDhM,https://www.youtube.com/watch?v=vW_vPP4dDhM,Don't tell your Boss about this! 🤫,10/12/2022,No website,Automatically moves your mouse to simulate activity while working from home,"This mouse mover device is designed to keep your computer active by physically moving your mouse. You simply plug it into your computer or an outlet, place your mouse on top, and turn it on. It then automatically moves the mouse to prevent inactivity detection, helping you avoid interruptions or check-ins from your boss while working remotely.",data\raw\frames\frame_video_vW_vPP4dDhM_unknown_website_008_00.jpg,
NdD4G8yyS3g,https://www.youtube.com/watch?v=NdD4G8yyS3g,This Google Search Trick is a Lifesaver!,10/10/2022,google.com,Search for specific file types directly using file extension filters,"By typing your search term followed by 'file:' and the desired file extension, you can find downloadable files like Excel budget templates quickly without extra effort.",data\raw\frames\frame_video_NdD4G8yyS3g_google_com_001.jpg,
7hYAHIeiJKc,https://www.youtube.com/watch?v=7hYAHIeiJKc,Finally Stop Spam Emails with this Gmail Trick!,9/29/2022,mail.google.com/mail/u/1/#search/unsubscribe,View all emails with 'unsubscribe' to manage subscriptions,"The website mail.google.com/mail/u/1/#search/unsubscribe is used within Gmail to search for all emails containing the word 'unsubscribe,' effectively showing all email lists and marketing emails you are subscribed to. This allows users to easily identify unwanted subscription emails. From this view, users can create a filter by clicking the button in the top right, then selecting 'Create Filter.' They can assign these emails to a new label (folder) by choosing 'New Label,' naming it, and optionally applying the filter to existing emails. This process helps automatically organize and move spam and marketing emails out of the main inbox, reducing clutter and improving email management.",data\raw\frames\frame_video_7hYAHIeiJKc_unknown_website_011_00.jpg,
0gIdPcaVcO0,https://www.youtube.com/watch?v=0gIdPcaVcO0,Excel has been hiding this feature from you! 📷,9/26/2022,No website,Excel's camera tool captures and links live snapshots of cell ranges.,"The Excel camera feature allows users to take a live snapshot of selected cells, which can then be pasted as a linked picture on another sheet. When the original data changes, the pasted image updates automatically, providing a dynamic view of data across sheets. To enable it, users add the camera command from the 'All Commands' list in Excel's customization options.",data\raw\frames\frame_video_0gIdPcaVcO0_unknown_website_004_00.jpg,
ldPCRpVXq08,https://www.youtube.com/watch?v=ldPCRpVXq08,Find the Answers to Any Textbook! 📚,9/22/2022,litsolutions.org,Search school textbooks for step-by-step problem solutions,"Litsolutions.org allows users to search for their school textbooks using a search bar, select a specific chapter and problem, and then provides step-by-step solutions to help solve that problem, making it a useful tool for students needing detailed homework assistance.",data\raw\frames\frame_video_ldPCRpVXq08_unknown_website_003_00.jpg,
mH3Ih6FkRGg,https://www.youtube.com/watch?v=mH3Ih6FkRGg,Top 3 Websites You Didn't Know Existed!,8/31/2022,importyeti.com,Find suppliers for any company by searching their shipments,"Enables you to discover the suppliers behind companies by typing in the company name, such as Adidas, and viewing detailed shipment data.",data\raw\frames\frame_video_mH3Ih6FkRGg_importyeti_com_001.jpg,
mH3Ih6FkRGg,https://www.youtube.com/watch?v=mH3Ih6FkRGg,Top 3 Websites You Didn't Know Existed!,8/31/2022,tinywow.com,Offers many tools for handling various file types including PDFs,"Provides a wide range of file-related tools, especially useful for working with PDFs and other file formats, all in one place.",data\raw\frames\frame_video_mH3Ih6FkRGg_tinywell_000.jpg,
mH3Ih6FkRGg,https://www.youtube.com/watch?v=mH3Ih6FkRGg,Top 3 Websites You Didn't Know Existed!,8/31/2022,wetransfer.com,Transfer files up to 2 gigabytes easily,"Allows you to send large files quickly and simply without complicated setup, supporting transfers up to 2 GB.",data\raw\frames\frame_video_mH3Ih6FkRGg_wetransfer_com_000.jpg,
jTxRCEpUgt0,https://www.youtube.com/watch?v=jTxRCEpUgt0,No one knows about this GMail Trick!,8/12/2022,mail.google.com,Access and manage your Gmail email account,"mail.google.com is used to access Gmail, where you can send and receive emails. The speaker highlights a useful Gmail feature accessible through this site: by adding a plus sign and a keyword to your Gmail address (e.g., yourname+facebook@gmail.com), you create unique email aliases that still deliver to your original inbox. This helps track which websites share your email by monitoring spam sent to these aliases, enhancing email management and spam control.",data\raw\frames\frame_video_jTxRCEpUgt0_unknown_website_008_00.jpg,
#NAME?,https://www.youtube.com/watch?v=-AQ_Qt4SJYc,Find your Next Side Hustle to Make Extra 💰,8/1/2022,sidehustlestack.co,Find platforms to make money in various work categories,"Allows you to select work categories like Tasks and services, then shows different platforms where you can earn money, including required equipment and average pay.",,
pyfkdBLwtHc,https://www.youtube.com/watch?v=pyfkdBLwtHc,I Might go to Jail for Telling You This... 🎮,6/22/2022,emulatorgames.online,Play classic console games directly in your browser,The website allows you to select from various gaming consoles like the Nintendo 64 and play games such as Super Mario 64 instantly in your browser without downloads.,data\raw\frames\frame_video_pyfkdBLwtHc_secure boredom_000.jpg,
WoDyNrMPaYU,https://www.youtube.com/watch?v=WoDyNrMPaYU,Mr. Beast Hates Me For This... 😡,6/14/2022,sponsor.ajay.app,Skip youtube ads automatically,"The Chrome Web Store is used to find and download powerful browser extensions, such as one that automatically skips sponsored parts in YouTube videos, enhancing the viewing experience by removing interruptions.",data\raw\frames\frame_video_WoDyNrMPaYU_unknown_website_008_00.jpg,
OXdTw3wrJ9c,https://www.youtube.com/watch?v=OXdTw3wrJ9c,You can Animate your Drawings!,6/9/2022,sketch.metademolab.com,Animate drawings by uploading and applying animations,"The website allows users to upload drawings, including children's artwork, and animate them by selecting from various animation options such as making the drawing dance. It provides a simple step-by-step process to transform static images into animated ones, making it easy and fun to bring drawings to life.",data\raw\frames\frame_video_OXdTw3wrJ9c_unknown_website_007_00.jpg,
XMSCgFiEvAQ,https://www.youtube.com/watch?v=XMSCgFiEvAQ,Guess which Thumbnails got the Highest Views 🎮 w Matty McTech,5/20/2022,secure boredom,Play a game guessing which YouTube video got more views based on thumbnail and title,"The website offers a game where you compare YouTube videos by guessing which one has more views just from their thumbnails and titles, providing a fun challenge to beat high scores.",data\raw\frames\frame_video_XMSCgFiEvAQ_secure boredom_000.jpg,
hZhMIBAY5Ik,https://www.youtube.com/watch?v=hZhMIBAY5Ik,Find Cheap Video Games by Doing This! 🎮,5/9/2022,isthereanydeal.com,Compare video game prices across stores to find the best deal,"The website allows users to search for a specific video game, such as Elden Ring, and provides a list of different websites where the game is available along with their current prices and any applicable vouchers, helping users save money by choosing the cheapest option.",data\raw\frames\frame_video_hZhMIBAY5Ik_unknown_website_004_00.jpg,
ra3RPGcs2dk,https://www.youtube.com/watch?v=ra3RPGcs2dk,Apple Kept This a Secret📱...,4/21/2022,No website,Tap iphone to open camera,Processing status: vision_done,,
y0f0ZI6UfDI,https://www.youtube.com/watch?v=y0f0ZI6UfDI,Easily speed up your PC with this trick! 🤯 w Matty McTech - #shorts,4/1/2022,downloadmoreram.com,Website to 'download' additional RAM to speed up your computer,"The speaker suggests visiting downloadmoreram.com to select and 'download' a desired amount of RAM, such as 16 gigabytes, by clicking a button and waiting for the process to complete, implying an easy way to speed up your computer.",data\raw\frames\frame_video_y0f0ZI6UfDI_downloadmoreram_com_000.jpg,
Zh-enGJGUmY,https://www.youtube.com/watch?v=Zh-enGJGUmY,Don't Buy Photoshop! Use this Instead. 😊 #shorts #photoshop #photoediting,3/31/2022,photopea.com,Online photo editor for basic image editing as an alternative to Photoshop,"The website is an online photo editing tool that allows users to import various file types or create new images. It provides many of the same editing tools found in Photoshop, making it a cost-effective alternative for users who only need basic editing features without paying for expensive software.",data\raw\frames\frame_video_Zh-enGJGUmY_unknown_website_001_00.jpg,
Nu9wH96VZpE,https://www.youtube.com/watch?v=Nu9wH96VZpE,Create your own AI Generated NFT with this website,3/29/2022,app.wombo.art,Create AI-generated artwork from text prompts,"app.wombo.art allows users to input a text prompt, select an art style, and generate a unique piece of AI-created artwork based on the prompt. Users can also name their created artwork, making it a simple and creative tool for generating digital art from descriptive text.",data\raw\frames\frame_video_Nu9wH96VZpE_unknown_website_004_00.jpg,#NAME?
YQifaR1ZXOY,https://www.youtube.com/watch?v=YQifaR1ZXOY,I bet you didn't know this! #windows #microsoft #windows 10,3/25/2022,No website,Default windows screensaver is an actual window,Website reference detected but specific details not available from transcript,data\raw\frames\frame_video_YQifaR1ZXOY_unknown_website_001_00.jpg,
iffjBXPX9Fo,https://www.youtube.com/watch?v=iffjBXPX9Fo,Find your WiFi password with ease,3/24/2022,No website,Find password of the wifi you are connected to,Website reference detected but specific details not available from transcript,data\raw\frames\frame_video_iffjBXPX9Fo_unknown_website_008_00.jpg,
7oDVhVvRSPs,https://www.youtube.com/watch?v=7oDVhVvRSPs,Create your own Fantasy World,3/23/2022,azgaar.github.io,Generate and edit random maps for DND or role-playing games,"The website allows users to randomly generate maps suitable for DND or role-playing games. Users can zoom into cities on the generated map and click on them to edit city details and view the city's map, providing a customizable and interactive mapping experience for game settings.",data\raw\frames\frame_video_7oDVhVvRSPs_unknown_website_005_01.jpg,
CGMbj_JvW7k,https://www.youtube.com/watch?v=CGMbj_JvW7k,Secret Keyboard on your Computer,3/22/2022,No website,Use emojis in windows,Processing status: vision_done,,
i96Jr4ofG84,https://www.youtube.com/watch?v=i96Jr4ofG84,Pretend like you are a Celebrity,3/21/2022,fakeyou.com,Generate speech using celebrity voices,"The website allows users to select from various categories, such as musicians, and choose a specific voice like the Weeknd. Users can then type any text they want, and the site will generate speech in the chosen voice when they hit speak.",data\raw\frames\frame_video_i96Jr4ofG84_unknown_website_003_00.jpg,
xDNmbyJ2VYs,https://www.youtube.com/watch?v=xDNmbyJ2VYs,That feeling when the USB finally goes in...,3/18/2022,No tips found,Plug in a USB,Processing status: vision_done,,
T9mpjbE16ic,https://www.youtube.com/watch?v=T9mpjbE16ic,These Passwords got Celebrities Hacked,3/17/2022,No tips found,Passwords that got celebs hacked,Processing status: vision_done,,
8AWvLUqUAYA,https://www.youtube.com/watch?v=8AWvLUqUAYA,Expose Photoshopped Pictures?,3/12/2022,fotoforensics.com,Detect if a picture is photoshopped by analyzing image inconsistencies,"Fotoforensics.com allows users to upload an image file to analyze it for signs of photoshopping. By examining brightness and color inconsistencies within the image, such as mismatched areas between the head and body, the website helps identify manipulated photos. This functionality is useful for verifying the authenticity of images and detecting digital alterations.",data\raw\frames\frame_video_8AWvLUqUAYA_unknown_website_006_00.jpg,
nPZQhF6rMfI,https://www.youtube.com/watch?v=nPZQhF6rMfI,You have been Copy Pasting Wrong,3/11/2022,No website,Copy/paste multiple things in one go,Unable to extract detailed information from transcript,data\raw\frames\frame_video_nPZQhF6rMfI_unknown_website_001_02.jpg,
4UfrfkSFlCA,https://www.youtube.com/watch?v=4UfrfkSFlCA,You have been Watching YouTube Wrong!,3/9/2022,youtube.com,Watch youtube videos while doing other things,Website reference detected but specific details not available from transcript,data\raw\frames\frame_video_4UfrfkSFlCA_unknown_website_012_00.jpg,
mR3zm6wPMJg,https://www.youtube.com/watch?v=mR3zm6wPMJg,This Website Will Cure your Boredom!,3/8/2022,nvidia-research-mingyuliu.com/gaugan/,Create simple drawings and have AI transform them into realistic images,"By searching for 'Secure Boredom Part 8' and clicking the first link, you can use brushes on the left to draw simple shapes like mountains or grass, then click an arrow to have AI recreate your drawing as a realistic image.",data\raw\frames\frame_video_mR3zm6wPMJg_secure boredom part 8_000.jpg,
8sOSUtp7dI8,https://www.youtube.com/watch?v=8sOSUtp7dI8,Netflix Secret Hidden Feature?,3/5/2022,netflix-codes.com,Find secret category codes to discover specific genres and content,"By using secret category codes on Netflix, you can search for specific genres like superhero and comic books, which will display all related shows and movies under that code.",data\raw\frames\frame_video_8sOSUtp7dI8_netflix_001.jpg,
OFUszRLmrsc,https://www.youtube.com/watch?v=OFUszRLmrsc,Powerful Website you Should Know!,3/1/2022,wifimap.io,Find public Wi-Fi locations and passwords in your city,"Enter your city on Mayamai to get a list of public Wi-Fi spots nearby; clicking on a location can provide an app to show the Wi-Fi password, useful when you're out without internet.",data\raw\frames\frame_video_OFUszRLmrsc_mayamai_000.jpg,
g_wZ1C-Yu4E,https://www.youtube.com/watch?v=g_wZ1C-Yu4E,You Have Been Lied to!,2/28/2022,thetruesize.com,Visualize the true size of countries or states compared to others,"The website allows users to drag and compare the size of countries or states on a flat map, revealing how distorted sizes like Greenland's appear larger than they actually are when compared to places like Russia or Africa.",data\raw\frames\frame_video_g_wZ1C-Yu4E_the speaker does not specify the exact website url_001.jpg,
jNWpWsFERNM,https://www.youtube.com/watch?v=jNWpWsFERNM,Programming: Expectation vs Reality,2/25/2022,No website,Programming expectation vs reality,Error: No transcript available from AssemblyAI,,
DVJDUAgPKR4,https://www.youtube.com/watch?v=DVJDUAgPKR4,A PC Tip I Guarantee You Didn't Know...,2/23/2022,No website,Unfreeze your black screened PC,Website reference detected but specific details not available from transcript,data\raw\frames\frame_video_DVJDUAgPKR4_unknown_website_000.jpg,
vXKLVKR_Js8,https://www.youtube.com/watch?v=vXKLVKR_Js8,I Found Secret Menu's for Fast Food Restaurants #shorts,11/1/2021,hackthemenu.com,Find secret menu items for various restaurants,The website provides a list of secret menu items for restaurants like McDonald's; clicking on an item shows its description and where to find it.,data\raw\frames\frame_video_vXKLVKR_Js8_not explicitly mentioned_000.jpg,
6GPhFPvWjqs,https://www.youtube.com/watch?v=6GPhFPvWjqs,Tell Me Your a Hacker Without Telling Me... #shorts,5/27/2021,No website,Find password of the wifi you are connected to,Website reference detected but specific details not available from transcript,data\raw\frames\frame_video_6GPhFPvWjqs_unknown_website_015_00.jpg,
0VVvGjybvRo,https://www.youtube.com/watch?v=0VVvGjybvRo,A Powerful Website you should know! #shorts,3/21/2021,musclewiki.com,Provides workouts based on body weight and target muscle,"MuscleWiki is a website designed for individuals aiming to get in shape by selecting their body weight and the specific muscle they want to work out. It then provides a variety of workouts targeting that muscle, making it easy to find exercises tailored to your fitness goals.",data\raw\frames\frame_video_0VVvGjybvRo_unknown_website_002_02.jpg,
